1.379280487,0.672294817,0.672294817,0.672294817
1.419556299,0.779349837,0.779349837,0.779349837
1.419556299,0.779349837,0.779349837,0.779349837
1.377963039,1.086987702,0.629249224,0.629249224
1.572623664,0.994030211,0.994030211,0.994030211
1.492614068,1.295836389,0.985228136,0.985228136
1.477217001,0.811278124,0.811278124,0.811278124
1.521928095,0.881290899,0.934068055,0.934068055
1.459147917,0.811278124,0.811278124,0.811278124
1.495824229,0.787126586,0.787126586,0.787126586
1.379280487,0.672294817,0.672294817,0.672294817
1.457717469,1.156779649,0.721928095,0.721928095
1.494918848,1.090652803,0.845350937,0.845350937
1.548580607,0.89049164,0.89049164,0.89049164
1.377963039,1.086987702,0.629249224,0.629249224
1.494918848,1.240670532,0.845350937,0.845350937
1.572623664,1.348587896,0.994030211,0.994030211
1.495824229,0.787126586,0.787126586,0.787126586
1.419556299,0.779349837,0.779349837,0.779349837
1.480682115,0.852405179,0.852405179,0.852405179
1.530493057,0.918295834,0.918295834,0.918295834
1.495824229,0.787126586,0.787126586,0.787126586
1.337778097,0.807670206,0.558629373,0.558629373
1.297231328,1.224394445,0.503258335,0.503258335
1.495824229,0.787126586,0.787126586,0.787126586
1.548580607,0.995727452,0.995727452,0.995727452
1.337778097,0.966451629,0.558629373,0.558629373
1.495824229,0.787126586,0.787126586,0.787126586
1.509871837,1.208830175,0.987692509,0.987692509
1.337778097,0.807670206,0.558629373,0.558629373
1.494918848,1.351687126,0.845350937,0.845350937
1.554585169,1,1,1
1.762267391,0.932111568,0.965636133,0.987692509
1.419556299,0.779349837,0.779349837,0.779349837
1.495824229,0.787126586,0.787126586,0.787126586
1.530618995,0.863120569,0.863120569,0.863120569
1.260771794,0.672294817,0.672294817,0.672294817
1.338268928,0.721928095,0.721928095,0.721928095
1.5058231,0.918295834,0.918295834,0.918295834
1.419556299,0.779349837,0.779349837,0.779349837
1.495824229,0.787126586,0.787126586,0.787126586
1.548580607,0.89049164,0.89049164,0.89049164
1.377963039,0.913282964,0.629249224,0.629249224
1.379280487,0.672294817,0.672294817,0.672294817
1.584962501,1,1,1
1.337778097,0.966451629,0.558629373,0.558629373
1.494918848,1.240670532,0.845350937,0.845350937
1.379280487,0.672294817,0.672294817,0.672294817
1.521928095,0.881290899,0.881290899,0.881290899
1.561278124,0.954434003,0.954434003,0.954434003
1.460484681,1.248457764,0.779349837,0.779349837
1.460484681,1.248457764,0.779349837,0.779349837
1.529428332,0.899743759,0.899743759,0.899743759
1.529428332,0.831474388,0.831474388,0.831474388
1.530618995,0.863120569,0.863120569,0.863120569
1.379280487,0.672294817,0.672294817,0.672294817
1.575114591,0.985228136,0.985228136,0.985228136
1.461901189,1.209800339,0.721928095,0.721928095
1.337778097,0.966451629,0.558629373,0.558629373
1.557431962,1.24484067,0.998000884,0.998000884
1.495824229,0.787126586,0.787126586,0.787126586
1.572623664,0.994030211,0.994030211,0.994030211
1.509871837,0.886540893,0.886540893,0.886540893
1.53949107,0.934068055,0.934068055,0.934068055
1.561278124,0.954434003,0.954434003,0.954434003
1.477217001,0.811278124,0.811278124,0.811278124
1.457717469,1.278897903,0.721928095,0.721928095
1.337778097,0.966451629,0.558629373,0.558629373
1.529428332,1.167436723,0.899743759,0.899743759
1.556656707,0.940285959,0.940285959,0.940285959
1.460484681,1.334679141,0.779349837,0.779349837
1.405639062,0.69621226,0.69621226,0.69621226
1.477217001,0.811278124,0.811278124,0.811278124
1.337778097,0.807670206,0.558629373,0.558629373
1.530493057,0.918295834,0.918295834,0.918295834
1.570950594,0.970950594,0.970950594,0.970950594
1.477217001,0.811278124,0.811278124,0.811278124
1.477217001,0.811278124,0.811278124,0.811278124
1.379280487,0.672294817,0.672294817,0.672294817
1.377963039,1.086987702,0.629249224,0.629249224
1.584962501,1,1,1
1.516623811,1.388259036,0.942683189,0.942683189
1.405639062,0.69621226,0.69621226,0.69621226
1.539484757,0.994030211,0.994030211,0.994030211
1.337778097,0.807670206,0.558629373,0.558629373
1.337778097,0.807670206,0.558629373,0.558629373
1.405639062,0.69621226,0.69621226,0.69621226
